id,decorate,link,built_time,price,name,square,total_price,location,direction,right,style,lift,stair
,精装,https://sz.lianjia.com/ershoufang/105101186717.html,2013年建/板塔结合,87848元/平米,嘉葆润金座,34.15㎡,300,福田区?新洲?,西,商品房,2室1厅1厨1卫,有,低楼层 (共20层)
,其他,https://sz.lianjia.com/ershoufang/105101161619.html,2009年建/板塔结合,75859元/平米,雷圳碧榕湾,69.34㎡,526,南山区?前海?,东南,商品房,2室2厅1厨1卫,有,低楼层 (共15层)
,简装,https://sz.lianjia.com/ershoufang/105101073452.html,2008年建/板塔结合,50382元/平米,海滨假日,32.75㎡,165,盐田区?盐田港?,西,商品房,2室1厅1厨1卫,有,低楼层 (共19层)
,精装,https://sz.lianjia.com/ershoufang/105100906162.html,2001年建/板楼,46324元/平米,万科四季花城二期,103.62㎡,480,龙岗区?坂田?,东,商品房,3室2厅1厨2卫,暂无数据,高楼层 (共6层)
,精装,https://sz.lianjia.com/ershoufang/105101208886.html,2011年建/塔楼,54055元/平米,万科金色沁园,88.43㎡,478,龙岗区?龙岗中心城?,南,商品房,4室2厅1厨2卫,有,低楼层 (共24层)
,毛坯,https://sz.lianjia.com/ershoufang/105101150736.html,2016年建/板塔结合,71485元/平米,星河银湖谷,88.83㎡,635,龙岗区?坂田?内环至中环,东南,商品房,4室2厅1厨2卫,暂无数据,低楼层 (共48层)
,精装,https://sz.lianjia.com/ershoufang/105101127764.html,2010年建/板塔结合,71404元/平米,花样年花郡,56.72㎡,405,宝安区?宝安中心?,西南,商品房,2室1厅1厨1卫,有,中楼层 (共20层)
,其他,https://sz.lianjia.com/ershoufang/105101225809.html,2007年建/板楼,153714元/平米,半山海景兰溪谷二期,312.27㎡,4800,南山区?蛇口?,东南,商品房,6室1厅1厨5卫,有,中楼层 (共25层)
,其他,https://sz.lianjia.com/ershoufang/105100888906.html,2014年建/板塔结合,53796元/平米,特发和平里,84.58㎡,455,龙华区?上塘?,南,商品房,3室2厅1厨1卫,有,高楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105100622872.html,2004年建/板塔结合,135249元/平米,熙园,167.1㎡,2260,福田区?香蜜湖?,南,商品房,3室2厅1厨2卫,有,低楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105100943404.html,2005年建/板塔结合,63230元/平米,新锦安雅园三期,123.36㎡,780,宝安区?翻身?,南,商品房,3室2厅1厨2卫,有,高楼层 (共17层)
,其他,https://sz.lianjia.com/ershoufang/105101217396.html,2013年建/板塔结合,62790元/平米,星河盛世,75.65㎡,475,龙华区?民治?,西南,商品房,2室2厅1厨1卫,有,低楼层 (共30层)
,精装,https://sz.lianjia.com/ershoufang/105101059702.html,2012年建/板塔结合,46612元/平米,龙华花半里花园,79.38㎡,370,龙华区?龙华中心?,东南,商品房,3室2厅1厨1卫,有,中楼层 (共33层)
,精装,https://sz.lianjia.com/ershoufang/105101032760.html,2005年建/板塔结合,51519元/平米,新银座华庭,56.29㎡,290,罗湖区?罗湖口岸?,南,商品房,2室1厅1厨1卫,有,低楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105100695527.html,2001年建/板塔结合,68323元/平米,金海湾花园,209.3㎡,1430,福田区?上下沙?,南,商品房,5室2厅1厨3卫,有,中楼层 (共28层)
,精装,https://sz.lianjia.com/ershoufang/105100579385.html,2006年建/塔楼,43860元/平米,英郡年华,87.78㎡,385,龙岗区?丹竹头?,东南,商品房,3室1厅1厨1卫,有,高楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101158669.html,2007年建/板楼,57120元/平米,佳兆业可园五期,98.04㎡,560,龙岗区?布吉南岭?,东南,商品房,4室2厅1厨2卫,有,高楼层 (共23层)
,其他,https://sz.lianjia.com/ershoufang/105100865055.html,2003年建/塔楼,68976元/平米,中海深圳湾畔花园,137.73㎡,950,南山区?白石洲?,西南,商品房,4室2厅1厨2卫,有,中楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101192744.html,2005年建/板塔结合,43750元/平米,劲力城市明珠,99.43㎡,435,龙华区?龙华中心?,东南,商品房,3室2厅1厨2卫,有,低楼层 (共12层)
,精装,https://sz.lianjia.com/ershoufang/105100676670.html,1997年建/塔楼,62125元/平米,景新花园,144.87㎡,900,福田区?景田?,西北,商品房,4室2厅2厨3卫,有,高楼层 (共29层)
,其他,https://sz.lianjia.com/ershoufang/105101158345.html,2003年建/塔楼,101764元/平米,阳光带海滨城一期,176.88㎡,1800,南山区?科技园?,东 西,商品房,4室1厅1厨2卫,有,中楼层 (共29层)
,精装,https://sz.lianjia.com/ershoufang/105101181049.html,2008年建/塔楼,59539元/平米,桃源村三期,83.14㎡,495,南山区?西丽?,南,商品房,3室2厅1厨1卫,有,高楼层 (共34层)
,简装,https://sz.lianjia.com/ershoufang/105100501089.html,2001年建/板塔结合,49922元/平米,海悦华城,89.74㎡,448,福田区?皇岗?,东北,商品房,3室2厅1厨1卫,有,低楼层 (共35层)
,其他,https://sz.lianjia.com/ershoufang/105101175977.html,2003年建/板塔结合,47778元/平米,富通天骏,90㎡,430,龙华区?龙华中心?,西北,商品房,3室2厅1厨1卫,有,低楼层 (共11层)
,简装,https://sz.lianjia.com/ershoufang/105101013573.html,1993年建/板楼,46875元/平米,华茂苑,80㎡,375,福田区?梅林?,南,商品房,3室2厅1厨1卫,暂无数据,低楼层 (共7层)
,其他,https://sz.lianjia.com/ershoufang/105101153650.html,2002年建/板塔结合,56578元/平米,东悦名轩,70.7㎡,400,罗湖区?东门?,东北,商品房,2室1厅1厨1卫,有,中楼层 (共33层)
,精装,https://sz.lianjia.com/ershoufang/105100996700.html,1999年建/板塔结合,87590元/平米,海月花园一期,108.46㎡,950,南山区?蛇口?,南 北,商品房,3室1厅1厨2卫,暂无数据,低楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105101173614.html,2000年建/板楼,50976元/平米,汇鑫花园,56.89㎡,290,罗湖区?黄贝岭?,西南,商品房,2室1厅1厨1卫,有,中楼层 (共9层)
,精装,https://sz.lianjia.com/ershoufang/105100101407.html,2006年建/板楼,103302元/平米,中信红树湾南区,237.17㎡,2450,南山区?红树湾?,南,商品房,4室2厅1厨3卫,有,低楼层 (共31层)
,简装,https://sz.lianjia.com/ershoufang/105100875897.html,1999年建/板塔结合,39102元/平米,峰景台大厦,80.56㎡,315,罗湖区?黄贝岭?,东北,商品房,2室2厅1厨1卫,有,低楼层 (共28层)
,简装,https://sz.lianjia.com/ershoufang/105101128876.html,2008年建/板楼,51665元/平米,金地梅陇镇三期,87.1㎡,450,龙华区?深圳北站?,南 北,商品房,3室2厅1厨2卫,有,低楼层 (共17层)
,其他,https://sz.lianjia.com/ershoufang/105101222475.html,2007年建/板塔结合,42351元/平米,东部翠海轩,56.67㎡,240,盐田区?沙头角?,南,商品房,2室1厅1厨1卫,有,低楼层 (共12层)
,简装,https://sz.lianjia.com/ershoufang/105100949324.html,1998年建/板塔结合,51092元/平米,鹏兴花园一期,79.27㎡,405,罗湖区?莲塘?,南,商品房,2室1厅1厨1卫,暂无数据,中楼层 (共8层)
,精装,https://sz.lianjia.com/ershoufang/105101105341.html,2014年建/板塔结合,110622元/平米,红树别院,106.67㎡,1180,南山区?科技园?内环内,南 北,商品房,3室1厅1厨2卫,有,中楼层 (共26层)
,精装,https://sz.lianjia.com/ershoufang/105100006250.html,1997年建/板塔结合,31482元/平米,丽湖花园二期,81㎡,255,龙岗区?布吉水径?,北,商品房,3室2厅1厨1卫,暂无数据,高楼层 (共8层)
,精装,https://sz.lianjia.com/ershoufang/105100343665.html,2006年建/板塔结合,76355元/平米,鸿翔花园,182.7㎡,1395,罗湖区?地王?,东南,商品房,5室2厅1厨2卫,有,低楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101206102.html,2002年建/板塔结合,64996元/平米,万象新园,96.93㎡,630,南山区?南山中心?,南,商品房,3室2厅1厨2卫,有,高楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105101041528.html,2008年建/板塔结合,26665元/平米,金众蓝钻风景,50.63㎡,135,龙岗区?龙岗宝荷?,西北,商品房,1室1厅1厨1卫,有,中楼层 (共11层)
,简装,https://sz.lianjia.com/ershoufang/105101036991.html,1997年建/板楼,52735元/平米,华茂苑,96.71㎡,510,福田区?梅林?,南 北,商品房,3室2厅1厨1卫,暂无数据,低楼层 (共7层)
,其他,https://sz.lianjia.com/ershoufang/105100873167.html,2007年建/板楼,39591元/平米,中海怡瑞山居,66.43㎡,263,龙岗区?布吉大芬?,南 北,商品房,2室2厅1厨1卫,暂无数据,中楼层 (共6层)
,精装,https://sz.lianjia.com/ershoufang/105101108058.html,2007年建/塔楼,60172元/平米,碧海富通城三期,137.94㎡,830,宝安区?碧海?,南,商品房,4室2厅1厨2卫,有,中楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101206474.html,2005年建/板塔结合,54033元/平米,新天地名居,38.31㎡,207,罗湖区?黄贝岭?,东北,商品房,1室1厅1厨1卫,有,中楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105101221472.html,2011年建/板塔结合,63682元/平米,皇御苑四期,51.82㎡,330,福田区?皇岗?,北,商品房,2室1厅1厨1卫,有,中楼层 (共30层)
,其他,https://sz.lianjia.com/ershoufang/105100781858.html,2009年建/板塔结合,38143元/平米,中海大山地,89.14㎡,340,龙岗区?横岗?,西南,商品房,3室2厅1厨1卫,有,中楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105100913506.html,2014年建/板塔结合,42686元/平米,满京华喜悦里,120.65㎡,515,龙岗区?龙岗双龙?中环至外环,东南,商品房,4室2厅1厨2卫,有,高楼层 (共31层)
,精装,https://sz.lianjia.com/ershoufang/105101170263.html,2002年建/板塔结合,91407元/平米,麒麟花园,80.41㎡,735,南山区?南头?,西南,商品房,2室1厅1厨1卫,有,低楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105101195306.html,2002年建/板塔结合,64092元/平米,阳光海景豪苑,56.95㎡,365,南山区?科技园?,南,商品房,2室1厅1厨1卫,有,低楼层 (共31层)
,简装,https://sz.lianjia.com/ershoufang/105100876495.html,2003年建/板楼,44579元/平米,锦绣江南二期,76.27㎡,340,龙华区?深圳北站?,南,商品房,2室1厅1厨1卫,暂无数据,中楼层 (共6层)
,其他,https://sz.lianjia.com/ershoufang/105100873647.html,2001年建/板楼,50240元/平米,新锦安雅园一期,125.4㎡,630,宝安区?翻身?,东南,商品房,3室2厅1厨2卫,有,低楼层 (共14层)
,其他,https://sz.lianjia.com/ershoufang/105100910076.html,2000年建/板楼,46925元/平米,万科四季花城二期,98.03㎡,460,龙岗区?坂田?,南 北,商品房,3室2厅1厨2卫,暂无数据,中楼层 (共6层)
,其他,https://sz.lianjia.com/ershoufang/105101228187.html,2004年建/板楼,103583元/平米,天骄华庭,164.12㎡,1700,南山区?蛇口?,南 北,商品房,4室1厅1厨2卫,有,中楼层 (共16层)
,精装,https://sz.lianjia.com/ershoufang/105100868999.html,2007年建/塔楼,59865元/平米,碧海富通城三期,53.12㎡,318,宝安区?碧海?,西南,商品房,2室1厅1厨1卫,有,低楼层 (共24层)
,简装,https://sz.lianjia.com/ershoufang/105100987073.html,1999年建/板塔结合,59102元/平米,都市花园,63.45㎡,375,福田区?车公庙?,东,商品房,2室2厅1厨1卫,有,低楼层 (共13层)
,其他,https://sz.lianjia.com/ershoufang/105101075373.html,2005年建/板塔结合,51394元/平米,城市天地广场,50.59㎡,260,罗湖区?万象城?,南,商品房,1室1厅1厨1卫,有,高楼层 (共39层)
,毛坯,https://sz.lianjia.com/ershoufang/105100908168.html,2007年建/板塔结合,40536元/平米,格澜郡二期,145.55㎡,590,龙华区?观澜?,南 北,商品房,5室2厅1厨2卫,有,中楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101060402.html,2010年建/板塔结合,35399元/平米,万象天成,70.06㎡,248,龙岗区?龙岗中心城?,东南,商品房,2室2厅1厨1卫,有,中楼层 (共26层)
,简装,https://sz.lianjia.com/ershoufang/105100747102.html,2005年建/板塔结合,46021元/平米,锦绣东方,95.61㎡,440,龙岗区?龙岗中心城?,北,商品房,3室2厅1厨2卫,有,低楼层 (共11层)
,其他,https://sz.lianjia.com/ershoufang/105101103149.html,2001年建/板塔结合,75135元/平米,学林雅院,113.13㎡,850,南山区?科技园?,南,商品房,3室2厅1厨2卫,有,低楼层 (共12层)
,精装,https://sz.lianjia.com/ershoufang/105101200113.html,2001年建/板塔结合,63189元/平米,通业花园,110.78㎡,700,福田区?梅林?,南,商品房,4室2厅1厨2卫,有,高楼层 (共11层)
,精装,https://sz.lianjia.com/ershoufang/105101138315.html,2007年建/板塔结合,63178元/平米,菁英趣庭,75.66㎡,478,宝安区?宝安中心?,西北,商品房,2室1厅1厨1卫,有,高楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101224333.html,2009年建/板塔结合,52716元/平米,瑞华园,125.2㎡,660,龙岗区?龙岗中心城?,南 北,商品房,4室1厅1厨2卫,有,低楼层 (共21层)
,其他,https://sz.lianjia.com/ershoufang/105101086728.html,2000年建/板楼,35200元/平米,中环花园,115.06㎡,405,龙华区?龙华中心?,南,商品房,4室2厅1厨2卫,暂无数据,高楼层 (共7层)
,精装,https://sz.lianjia.com/ershoufang/105100705057.html,2011年建/板塔结合,39461元/平米,东港印象二期,91.23㎡,360,盐田区?盐田港?,南 北,商品房,3室2厅1厨2卫,有,中楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105100940345.html,2003年建/板塔结合,91784元/平米,南海玫瑰花园一期,123.66㎡,1135,南山区?蛇口?,南,商品房,3室2厅1厨2卫,有,低楼层 (共17层)
,精装,https://sz.lianjia.com/ershoufang/105101216603.html,1999年建/板塔结合,57869元/平米,梅林一村五区,98.5㎡,570,福田区?梅林?,西北,商品房,3室2厅1厨1卫,有,低楼层 (共18层)
,其他,https://sz.lianjia.com/ershoufang/105101215778.html,2015年建/板塔结合,49950元/平米,恒大国香山,89.09㎡,445,龙岗区?布吉南岭?中环至外环,东南,商品房,3室2厅1厨2卫,有,高楼层 (共41层)
,其他,https://sz.lianjia.com/ershoufang/105100672600.html,2005年建/塔楼,52904元/平米,韵动家园,86.95㎡,460,福田区?新洲?,北,商品房,3室2厅1厨1卫,有,高楼层 (共29层)
,精装,https://sz.lianjia.com/ershoufang/105100870189.html,2011年建/板塔结合,31864元/平米,东方瑞景苑,71.87㎡,229,龙岗区?龙岗双龙?,西南,商品房,2室1厅1厨1卫,有,高楼层 (共27层)
,其他,https://sz.lianjia.com/ershoufang/105101136360.html,1993年建/塔楼,55678元/平米,钜建大厦,72.74㎡,405,南山区?后海?,东南,商品房,2室1厅1厨1卫,有,高楼层 (共24层)
,其他,https://sz.lianjia.com/ershoufang/105100081176.html,2008年建/塔楼,68705元/平米,南荔苑,35.66㎡,245,南山区?南山中心?,东南,商品房,1室1厅1厨1卫,有,高楼层 (共18层)
,简装,https://sz.lianjia.com/ershoufang/105100855522.html,2003年建/板塔结合,59832元/平米,阳光棕榈园二期,79.39㎡,475,南山区?前海?,南,商品房,2室1厅1厨1卫,暂无数据,高楼层 (共6层)
,其他,https://sz.lianjia.com/ershoufang/105101191391.html,2006年建/板塔结合,45518元/平米,劲力城市明珠,79.09㎡,360,龙华区?龙华中心?,西南,商品房,3室2厅1厨1卫,有,低楼层 (共18层)
,精装,https://sz.lianjia.com/ershoufang/105100995594.html,2001年建/塔楼,61338元/平米,君逸华府,97.82㎡,600,罗湖区?布心?,南 北,商品房,3室1厅1厨2卫,有,低楼层 (共32层)
,毛坯,https://sz.lianjia.com/ershoufang/105100844819.html,2010年建/塔楼,81194元/平米,圣莫丽斯花园C区,166.27㎡,1350,龙华区?深圳北站?,南,商品房,3室2厅1厨2卫,有,高楼层 (共29层)
,精装,https://sz.lianjia.com/ershoufang/105100903141.html,2003年建/板塔结合,68246元/平米,梅林一村八区,85.28㎡,582,福田区?梅林?,西南,商品房,3室2厅1厨1卫,有,高楼层 (共9层)
,精装,https://sz.lianjia.com/ershoufang/105100847628.html,2010年建/板塔结合,83531元/平米,香山里,173.59㎡,1450,南山区?华侨城?,东南,商品房,5室2厅1厨3卫,有,高楼层 (共32层)
,其他,https://sz.lianjia.com/ershoufang/105101189916.html,2001年建/板塔结合,83455元/平米,碧海天家园,75.49㎡,630,南山区?后海?,南,商品房,2室1厅1厨1卫,有,高楼层 (共9层)
,简装,https://sz.lianjia.com/ershoufang/105100680251.html,2004年建/板塔结合,65600元/平米,星海名城三期,103.66㎡,680,南山区?前海?,东南,商品房,3室2厅1厨2卫,有,低楼层 (共28层)
,其他,https://sz.lianjia.com/ershoufang/105100966473.html,2011年建/板塔结合,59595元/平米,皇御苑四期,51.85㎡,309,福田区?皇岗?,北,商品房,2室1厅1厨1卫,有,低楼层 (共30层)
,其他,https://sz.lianjia.com/ershoufang/105100327552.html,2009年建/板塔结合,32100元/平米,万象天成,87.23㎡,280,龙岗区?龙岗中心城?,南,商品房,2室2厅1厨1卫,有,高楼层 (共25层)
,精装,https://sz.lianjia.com/ershoufang/105100902628.html,2012年建/板塔结合,54785元/平米,招商果岭花园,70.64㎡,387,宝安区?西乡?,西南,商品房,2室2厅1厨1卫,有,低楼层 (共34层)
,其他,https://sz.lianjia.com/ershoufang/105100635669.html,1996年建/板塔结合,54762元/平米,后海花园,126㎡,690,南山区?后海?,南,商品房,5室2厅1厨2卫,有,高楼层 (共25层)
,其他,https://sz.lianjia.com/ershoufang/105100605091.html,未知年建/板塔结合,52233元/平米,金湖山庄,143.59㎡,750,罗湖区?银湖?,南 北,商品房,4室2厅1厨2卫,暂无数据,中楼层 (共9层)
,其他,https://sz.lianjia.com/ershoufang/105101184850.html,2004年建/板塔结合,63770元/平米,缤纷时代家园,59.59㎡,380,罗湖区?螺岭?,东南,商品房,2室1厅1厨1卫,有,高楼层 (共33层)
,其他,https://sz.lianjia.com/ershoufang/105100961853.html,2008年建/板塔结合,54698元/平米,世纪春城四期,113.35㎡,620,龙华区?深圳北站?,东 南,商品房,3室2厅1厨2卫,有,高楼层 (共31层)
,其他,https://sz.lianjia.com/ershoufang/105101016177.html,2007年建/塔楼,51980元/平米,祥云天都世纪大厦,50.02㎡,260,福田区?新洲?,北,商品房,1室1厅1厨1卫,有,低楼层 (共32层)
